product_id,product_name,price,category_name,brand_name,stock,store_id,state_abv,city,rating,reviews,offer
608318,Ryzen 7 3700X Matisse 3.6GHz 8-Core AM4 Boxed Processor with Wraith Prism Cooler,259.99,Processors/CPUs,AMD,10+ in stock,101,CA,Tustin,5 stars,(573 reviews),Save $20 when bundled with a compatible eligible motherboard
608316,Ryzen 9 3900X Matisse 3.8GHz 12-Core AM4 Boxed Processor with Wraith Prism Cooler,399.99,Processors/CPUs,AMD,10+ in stock,101,CA,Tustin,5 stars,(361 reviews),Save $20 when bundled with a compatible eligible motherboard
625118,Ryzen 5 3600XT Matisse 3.8GHz 6-Core AM4 Boxed Processor with Wraith Spire Cooler,229.99,Processors/CPUs,AMD,10+ in stock,101,CA,Tustin,4 stars,(1 review),Save $20 when bundled with a compatible eligible motherboard
608319,Ryzen 5 3600X Matisse 3.8GHz 6-Core AM4 Boxed Processor with Wraith Spire Cooler,199.99,Processors/CPUs,AMD,10+ in stock,101,CA,Tustin,5 stars,(385 reviews),Save $20 when bundled with a compatible eligible motherboard
608317,Ryzen 7 3800X Matisse 3.9GHz 8-Core AM4 Boxed Processor with Wraith Prism Cooler,299.99,Processors/CPUs,AMD,1 in stock,101,CA,Tustin,5 stars,(207 reviews),Save $20 when bundled with a compatible eligible motherboard
608328,Ryzen 5 3400G Picasso 3.7GHz Quad-Core AM4 Boxed Processor with Wraith Spire Cooler,149.99,Processors/CPUs,AMD,10+ in stock,101,CA,Tustin,5 stars,(50 reviews),Save $20 when bundled with a compatible eligible motherboard
616858,Ryzen 9 3950X Matisse 3.5GHz 16-Core AM4 Boxed Processor,669.99,Processors/CPUs,AMD,10+ in stock,101,CA,Tustin,5 stars,(68 reviews),Save $20 when bundled with a compatible eligible motherboard
625114,Ryzen 9 3900XT Matisse 3.8GHz 12-Core AM4 Boxed Processor,449.99,Processors/CPUs,AMD,10+ in stock,101,CA,Tustin,4 stars,(1 review),Save $20 when bundled with a compatible eligible motherboard
625117,Ryzen 7 3800XT Matisse 3.9GHz 8-Core AM4 Boxed Processor,349.99,Processors/CPUs,AMD,10+ in stock,101,CA,Tustin,null,0 Reviews,Save $20 when bundled with a compatible eligible motherboard
510650,Ryzen Threadripper 2990WX Colfax 3.0GHz 32-Core TR4 Boxed Processor,1199.99,Processors/CPUs,AMD,2 in stock,101,CA,Tustin,4 stars,(1 review),
617456,Ryzen Threadripper 3960X 3.8GHz 24 Core sTRX4 Boxed Processor,1299.99,Processors/CPUs,AMD,6 in stock,101,CA,Tustin,5 stars,(6 reviews),Save $100 when bundled with a compatible eligible motherboard
617457,Ryzen Threadripper 3970X Castle Peak 3.7GHz 32-Core sTRX4 Boxed Processor,1799.99,Processors/CPUs,AMD,10 in stock,101,CA,Tustin,5 stars,(12 reviews),Save $100 when bundled with a compatible eligible motherboard
617878,Ryzen Threadripper 3990X Castle Peak 2.9GHz 64-Core sTRX4 Boxed Processor,3499.99,Processors/CPUs,AMD,2 in stock,101,CA,Tustin,5 stars,(2 reviews),Save $100 when bundled with a compatible eligible motherboard
623048,Core i7-10700K Comet Lake 3.8GHz Eight-Core LGA 1200 Boxed Processor,349.99,Processors/CPUs,Intel,10+ in stock,101,CA,Tustin,5 stars,(7 reviews),Save $20 when bundled with a compatible eligible motherboard
512484,Core i7-9700K Coffee Lake 3.6GHz Eight-Core LGA 1151 Boxed Processor,299.99,Processors/CPUs,Intel,10+ in stock,101,CA,Tustin,5 stars,(342 reviews),Save $20 when bundled with a compatible eligible motherboard
512483,Core i9-9900K Coffee Lake 3.6GHz Eight-Core LGA 1151 Boxed Processor,399.99,Processors/CPUs,Intel,10+ in stock,101,CA,Tustin,5 stars,(292 reviews),Save $20 when bundled with a compatible eligible motherboard
512485,Core i5-9600K Coffee Lake 3.7GHz Six-Core LGA 1151 Boxed Processor,169.99,Processors/CPUs,Intel,10+ in stock,101,CA,Tustin,5 stars,(181 reviews),Save $20 when bundled with a compatible eligible motherboard
622907,Core i5-10600K Comet Lake 4.1GHz Six-Core LGA 1200 Boxed Processor,269.99,Processors/CPUs,Intel,10+ in stock,101,CA,Tustin,5 stars,(7 reviews),Save $20 when bundled with a compatible eligible motherboard
606587,Core i3-9100F Coffee Lake 3.6GHz Quad-Core LGA 1151 Boxed Processor,69.99,Processors/CPUs,Intel,10+ in stock,101,CA,Tustin,5 stars,(20 reviews),Save $20 when bundled with a compatible eligible motherboard
602029,Core i5-9400 Coffee Lake 2.9GHz Six-Core LGA 1151 Boxed Processor,149.99,Processors/CPUs,Intel,10+ in stock,101,CA,Tustin,5 stars,(23 reviews),Save $20 when bundled with a compatible eligible motherboard
622904,Core i5-10400 Comet Lake 2.9GHz Six-Core LGA 1200 Boxed Processor,169.99,Processors/CPUs,Intel,10+ in stock,101,CA,Tustin,5 stars,(8 reviews),Save $20 when bundled with a compatible eligible motherboard
623439,Core i7-10700 Comet Lake 2.9GHz Eight-Core LGA 1200 Boxed Processor,299.99,Processors/CPUs,Intel,10+ in stock,101,CA,Tustin,5 stars,(6 reviews),Save $20 when bundled with a compatible eligible motherboard
508541,Pentium Gold G5400 Coffee Lake 3.7GHz Dual-Core LGA 1151 Boxed Processor,49.99,Processors/CPUs,Intel,10+ in stock,101,CA,Tustin,5 stars,(14 reviews),
622905,Core i3-10100 Comet Lake 3.6GHz Quad-Core LGA 1200 Boxed Processor,119.99,Processors/CPUs,Intel,1 in stock,101,CA,Tustin,null,0 Reviews,Save $20 when bundled with a compatible eligible motherboard
618409,Core i9-10900X Cascade Lake 3.7GHz Ten-Core LGA 2066 Boxed Processor,629.99,Processors/CPUs,Intel,10+ in stock,101,CA,Tustin,5 stars,(3 reviews),
623438,Core i9-10900 Comet Lake 2.8GHz Ten-Core LGA 1200 Boxed Processor,529.99,Processors/CPUs,Intel,10+ in stock,101,CA,Tustin,null,0 Reviews,Save $20 when bundled with a compatible eligible motherboard
605414,Core i9-9900 Coffee Lake 3.1GHz Eight-Core LGA 1151 Boxed Processor,369.99,Processors/CPUs,Intel,10+ in stock,101,CA,Tustin,5 stars,(3 reviews),Save $20 when bundled with a compatible eligible motherboard
624592,B550-F ROG Strix Gaming (WiFi) AMD AM4 ATX Motherboard,209.99,Motherboards,ASUS,9 in stock,101,CA,Tustin,4 stars,(9 reviews),Save $20 when bundled with a compatible eligible processor
608546,X570-Pro Prime AMD AM4 ATX Motherboard,249.99,Motherboards,ASUS,10+ in stock,101,CA,Tustin,5 stars,(71 reviews),Save $20 when bundled with a compatible eligible processor
624593,B550-F ROG Strix Gaming AMD AM4 ATX Motherboard,189.99,Motherboards,ASUS,10+ in stock,101,CA,Tustin,5 stars,(14 reviews),Save $20 when bundled with a compatible eligible processor
608667,X570 Aorus Master WiFi AMD AM4 ATX Motherboard,359.99,Motherboards,Gigabyte,9 in stock,101,CA,Tustin,5 stars,(72 reviews),Save $20 when bundled with a compatible eligible processor
608559,X570 ROG Strix AMD AM4 ATX Motherboard,279.99,Motherboards,ASUS,1 in stock,101,CA,Tustin,5 stars,(33 reviews),Save $20 when bundled with a compatible eligible processor
624548,B550-PLUS TUF Gaming AMD AM4 ATX Motherboard,169.99,Motherboards,ASUS,2 in stock,101,CA,Tustin,5 stars,(1 review),Save $20 when bundled with a compatible eligible processor
624550,B550M-PLUS TUF Gaming AMD AM4 mATX Motherboard,159.99,Motherboards,ASUS,10+ in stock,101,CA,Tustin,5 stars,(2 reviews),Save $20 when bundled with a compatible eligible processor
503577,A320 GA-A320M-S2H AMD AM4 mATX Motherboard,54.99,Motherboards,Gigabyte,10 in stock,101,CA,Tustin,4 stars,(43 reviews),
616879,TRX40-PRO Prime AMD sTRX4 ATX Motherboard,449.99,Motherboards,ASUS,1 in stock,101,CA,Tustin,5 stars,(1 review),Save $100 when bundled with a compatible 3rd-Gen AMD Threadripper CPU
617389,TRX40 Taichi AMD sTRX4 ATX Motherboard,499.99,Motherboards,ASRock,0 new in stock,101,CA,Tustin,null,0 Reviews,Save $100 when bundled with a compatible 3rd-Gen AMD Threadripper CPU
482218,X399 Taichi AMD TR4 ATX Motherboard,349.99,Motherboards,ASRock,1 in stock,101,CA,Tustin,4 stars,(16 reviews),
623211,Z490 ROG MAXIMUS XII HERO (WIFI) Intel LGA 1200 ATX Motherboard,399.99,Motherboards,ASUS,10+ in stock,101,CA,Tustin,4 stars,(4 reviews),Save $20 when bundled with a compatible eligible processor
623872,Z490 AORUS Ultra Intel LGA 1200 ATX Motherboard,299.99,Motherboards,Gigabyte,1 in stock,101,CA,Tustin,null,0 Reviews,Save $20 when bundled with a compatible eligible processor
624151,Z490 ROG Maximus XII Formula (WiFi 6) Intel LGA 1200 ATX Motherboard,499.99,Motherboards,ASUS,1 in stock,101,CA,Tustin,null,0 Reviews,Save $20 when bundled with a compatible eligible processor
623870,Z490 AORUS Master Intel LGA 1200 ATX Motherboard,389.99,Motherboards,Gigabyte,3 in stock,101,CA,Tustin,4 stars,(2 reviews),Save $20 when bundled with a compatible eligible processor
613829,X299-E ROG Strix Gaming II Intel LGA 2066 ATX Motherboard,499.99,Motherboards,ASUS,2 in stock,101,CA,Tustin,5 stars,(1 review),
613830,X299-A II Prime Intel LGA 2066 ATX Motherboard,349.99,Motherboards,ASUS,3 in stock,101,CA,Tustin,null,0 Reviews,
623730,Z490 PRO4 Intel LGA 1200 ATX Motherboard,169.99,Motherboards,ASRock,2 in stock,101,CA,Tustin,null,0 Reviews,Save $20 when bundled with a compatible eligible processor
616281,X299X Aorus Master Intel LGA 2066 eATX Motherboard,429.00,Motherboards,Gigabyte,2 in stock,101,CA,Tustin,4 stars,(1 review),
623216,Z490 PRIME Plus Intel LGA 1200 mATX Motherboard,149.99,Motherboards,ASUS,2 in stock,101,CA,Tustin,null,0 Reviews,Save $20 when bundled with a compatible eligible processor
626143,H470I AORUS PRO AX Intel LGA 1200 Mini-ITX Motherboard,169.99,Motherboards,Gigabyte,1 in stock,101,CA,Tustin,null,0 Reviews,Save $20 when bundled with a compatible eligible processor
626147,B460M AORUS PRO Intel LGA 1200 mATX Motherboard,99.99,Motherboards,Gigabyte,2 in stock,101,CA,Tustin,null,0 Reviews,Save $20 when bundled with a compatible eligible processor
625034,B460 PRO B460M-C/CSM Intel LGA 1200 mATX Motherboard,109.99,Motherboards,ASUS,6 in stock,101,CA,Tustin,null,0 Reviews,Save $20 when bundled with a compatible eligible processor
625035,B460 PRIME B460-PLUS Intel LGA 1200 ATX Motherboard,109.99,Motherboards,ASUS,1 in stock,101,CA,Tustin,null,0 Reviews,Save $20 when bundled with a compatible eligible processor
623747,Z490M PRO4 Intel LGA 1200 mATX Motherboard,149.99,Motherboards,ASRock,10+ in stock,101,CA,Tustin,null,0 Reviews,Save $20 when bundled with a compatible eligible processor
624374,H470 PRIME H470M-PLUS/CSM Intel LGA 1200 ATX Motherboard,109.99,Motherboards,ASUS,2 in stock,101,CA,Tustin,null,0 Reviews,Save $20 when bundled with a compatible eligible processor
624362,B460 PRIME B460M-A Intel LGA 1200 mATX Motherboard,99.99,Motherboards,ASUS,2 in stock,101,CA,Tustin,null,0 Reviews,Save $20 when bundled with a compatible eligible processor
624371,H410 PRIME H410M-A/CSM Intel LGA 1200 ATX Motherboard,79.99,Motherboards,ASUS,3 in stock,101,CA,Tustin,null,0 Reviews,Save $20 when bundled with a compatible eligible processor
626142,H470M DS3H Intel LGA 1200 ATX Motherboard,109.99,Motherboards,Gigabyte,4 in stock,101,CA,Tustin,null,0 Reviews,Save $20 when bundled with a compatible eligible processor
626150,H470M Pro Intel LGA 1200 mATX Motherboard,104.99,Motherboards,ASRock,3 in stock,101,CA,Tustin,null,0 Reviews,Save $20 when bundled with a compatible eligible processor
481738,Ripjaws V 16GB (2 x 8GB) DDR4-3200 PC4-25600 CL16 Dual Channel Desktop Memory Kit F4-3200C16D-16GVKB - Black,61.99,Desktop Memory/RAM,G.Skill,10+ in stock,101,CA,Tustin,5 stars,(355 reviews),
467049,Ripjaws V 32GB (2 x 16GB) DDR4-3200 PC4-25600 CL16 Dual Channel Desktop Memory Kit F4-3200C16D-32G - Black,114.99,Desktop Memory/RAM,G.Skill,10+ in stock,101,CA,Tustin,5 stars,(163 reviews),
611303,Vengeance RGB Pro 16GB (2 x 8GB) DDR4-3200 PC4-25600 CL16 Dual Channel Desktop Memory Kit CMW16GX4M2E3200C16 - Black,89.99,Desktop Memory/RAM,Corsair,10+ in stock,101,CA,Tustin,5 stars,(100 reviews),
610708,Trident Z Neo Series RGB 32GB (2 x 16GB) DDR4-3600 PC4-28800 CL16 Dual Channel Memory Kit F4-3600C16D-32GTZNC - Black,178.99,Desktop Memory/RAM,G.Skill,7 in stock,101,CA,Tustin,5 stars,(109 reviews),
618847,Ballistix Gaming 16GB (2 x 8GB) DDR4-3200 PC4-25600 CL16 Dual Channel Desktop Memory Kit BL2K8G32C16U4B - Black,59.99,Desktop Memory/RAM,Crucial,10+ in stock,101,CA,Tustin,5 stars,(38 reviews),
616297,Vengeance RGB Pro 32GB (2 x 16GB) DDR4-3200 PC4-25600 CL16 Dual Channel Desktop Memory Kit CMW32GX4M2E3200C16 - Black,145.99,Desktop Memory/RAM,Corsair,10+ in stock,101,CA,Tustin,5 stars,(37 reviews),
612970,Ripjaws V 16GB (2 x 8GB) DDR4-3600 PC4-28800 CL16 Dual Channel Desktop Memory Kit F4-3600C16D-16GVKC - Black,77.99,Desktop Memory/RAM,G.Skill,0 new in stock,101,CA,Tustin,5 stars,(64 reviews),
610707,Trident Z Neo Series RGB 16GB (2 x 8GB) DDR4-3600 PC4-28800 CL16 Dual Channel Memory Kit F4-3600C16D-16GTZNC - Black,113.99,Desktop Memory/RAM,G.Skill,10+ in stock,101,CA,Tustin,5 stars,(77 reviews),
613487,Ripjaws 32GB (2 x 16GB) DDR4-3600 PC4-28800 CL16 Dual Channel Desktop Memory Kit F4-3600C16D-32GVKC - Black,149.99,Desktop Memory/RAM,G.Skill,10+ in stock,101,CA,Tustin,5 stars,(75 reviews),
501730,Vengeance LPX 16GB (2 x 8GB) DDR4-3200 PC4-25600 CL16 Dual Channel Desktop Memory Kit CMK16GX4M2D3200 - Black,74.99,Desktop Memory/RAM,Corsair,10+ in stock,101,CA,Tustin,5 stars,(78 reviews),
618845,Ballistix Gaming 16GB (2 x 8GB) DDR4-2666 PC4-21300 CL16 Dual Channel Desktop Memory Kit BL2K8G26C16U4B - Black,56.99,Desktop Memory/RAM,Crucial,10+ in stock,101,CA,Tustin,5 stars,(13 reviews),
624308,T-FORCE VULCAN Z 16GB (2 x 8GB) DDR4-3200 PC4-25600 CL16 Dual Channel Desktop Memory - Gray,58.99,Desktop Memory/RAM,TeamGroup,10+ in stock,101,CA,Tustin,5 stars,(8 reviews),
611392,Ripjaws V 16GB (2 x 8GB) DDR4-3600 PC4-28800 CL18 Dual Channel Desktop Memory Kit F4-3600C18D-16GVK - Black,65.99,Desktop Memory/RAM,G.Skill,4 in stock,101,CA,Tustin,5 stars,(27 reviews),
474187,Aegis 16GB (2 x 8GB) DDR4-3000 PC4-24000 CL16 Dual Channel Desktop Memory Kit F4-3000C16D-16GISB - Black/Red,55.99,Desktop Memory/RAM,G.Skill,4 in stock,101,CA,Tustin,5 stars,(100 reviews),
